Region,Site,Reference,Indicator,Latitude (N),Longitude (E),RSL (m),RSL +1s,RSL -1s,Age (CE),Age +2s,Age -2s
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.1,0.36,0.36,1737,53,53
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.05,0.36,0.36,1772,60,60
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.06,0.36,0.36,1804,47,47
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.35,0.35,0.35,1823,45,45
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,0.03,0.35,0.35,1834,48,48
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.25,0.35,0.35,1852,25,25
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.06,0.35,0.35,1864,28,28
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.45,0.36,0.36,1880,13,13
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.41,0.36,0.36,1887,10,10
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,0,0.36,0.36,1893,21,21
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.42,0.35,0.35,1904,5,5
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.32,0.35,0.35,1910,3,3
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.13,0.35,0.35,1917,11,11
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.33,0.35,0.35,1918,5,5
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.18,0.35,0.35,1921,1,1
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.22,0.35,0.35,1931,3,3
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.19,0.35,0.35,1937,0,0
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.35,0.35,0.35,1941,2,2
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.36,0.35,0.35,1945,1,1
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.18,0.35,0.35,1954,3,3
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.36,0.35,0.35,1957,0,0
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.26,0.35,0.35,1964,1,1
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.33,0.35,0.35,1965,5,5
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.27,0.35,0.35,1971,0,0
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.21,0.35,0.35,1980,1,1
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.26,0.35,0.35,1987,2,2
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.24,0.35,0.35,1988,1,1
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.2,0.35,0.35,1992,1,1
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.1,0.35,0.35,1997,3,3
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.18,0.35,0.35,1998,1,1
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.29,0.35,0.35,2003,3,3
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.09,0.35,0.35,2007,3,3
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.15,0.35,0.35,2009,2,2
"Scotland, UK",Wick,Dawson and Smith (1997);  Compiled in Shennan and Horton (2002),Plants,58.45,-3.09,-0.42,0.11,0.11,-198,191,191
"Scotland, UK",Wick,Dawson and Smith (1997);  Compiled in Shennan and Horton (2002),Plants,58.45,-3.09,-0.08,0.11,0.11,-168,219,219
"Scotland, UK",Wick,Dawson and Smith (1997);  Compiled in Shennan and Horton (2002),Plants,58.45,-3.09,0.58,0.11,0.11,544,108,108
"Scotland, UK",Wick,Dawson and Smith (1997);  Compiled in Shennan and Horton (2002),Plants,58.45,-3.09,0.23,0.11,0.11,879,156,156
"Scotland, UK",Wick,Dawson and Smith (1997);  Compiled in Shennan and Horton (2002),Plants,58.45,-3.09,0.36,0.11,0.11,890,109,109
"Scotland, UK",Wick,Dawson and Smith (1997);  Compiled in Shennan and Horton (2002),Plants,58.45,-3.09,0.95,0.11,0.11,1087,100,100
Seychelles,Barbarons,Woodroffe et al. (2015),Mangrove Peat,-4.695,55.459,-0.88,0.3,0.3,1442,39,39
Seychelles,Barbarons,Woodroffe et al. (2015),Mangrove Peat,-4.695,55.459,-0.07,0.3,0.3,1102,77,77
Seychelles,Barbarons,Woodroffe et al. (2015),Mangrove Peat,-4.695,55.459,-0.5,0.3,0.3,-646,153,153
Seychelles,Barbarons,Woodroffe et al. (2015),Mangrove Peat,-4.695,55.459,-1.03,0.3,0.3,34,84,84
Seychelles,Barbarons,Woodroffe et al. (2015),Mangrove Peat,-4.695,55.459,-1.36,0.3,0.3,309,82,82
Seychelles,Barbarons,Woodroffe et al. (2015),Mangrove Peat,-4.695,55.459,0.14,0.3,0.3,1374,54,54
Seychelles,Barbarons,Woodroffe et al. (2015),Mangrove Peat,-4.695,55.459,-0.18,0.3,0.3,481,91,91
Seychelles,Barbarons,Woodroffe et al. (2015),Mangrove Peat,-4.695,55.459,-0.89,0.3,0.3,536,97,97
Seychelles,Barbarons,Woodroffe et al. (2015),Mangrove Peat,-4.695,55.459,-1.33,0.3,0.3,305,80,80
Seychelles,Barbarons,Woodroffe et al. (2015),Mangrove Peat,-4.695,55.459,-1.54,0.3,0.3,455,116,116
South Africa,Groenvlei,Deevey et al. (1959); Martin (1968); Compiled in Compton (2001),sediment,-34.05,23.04,-0.5,0.25,0.25,179,148,148
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.62,0.21,0.21,849,320,320
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.72,0.2,0.2,888,315,315
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.84,0.19,0.19,914,320,320
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.35,0.2,0.2,952,315,315
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.75,0.19,0.19,994,310,310
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.71,0.19,0.19,1027,310,310
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.46,0.22,0.22,1061,305,305
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.4,0.2,0.2,1085,305,305
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.68,0.21,0.21,1116,310,310
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-1.03,0.2,0.2,1143,310,310
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.62,0.2,0.2,1184,295,295
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.69,0.21,0.21,1218,290,290
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.81,0.19,0.19,1254,285,285
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.95,0.2,0.2,1286,280,280
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.86,0.19,0.19,1321,275,275
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.37,0.2,0.2,1347,275,275
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.57,0.21,0.21,1386,260,260
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.77,0.19,0.19,1418,255,255
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.71,0.2,0.2,1451,245,245
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.54,0.21,0.21,1480,240,240
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.26,0.2,0.2,1514,230,230
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.35,0.21,0.21,1546,220,220
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.25,0.2,0.2,1577,215,215
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.64,0.2,0.2,1612,205,205
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.21,0.2,0.2,1655,195,195
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.21,0.2,0.2,1705,170,170
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.17,0.2,0.2,1741,155,155
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.09,0.2,0.2,1779,145,145
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.06,0.2,0.2,1829,120,120
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.02,0.2,0.2,1867,100,100
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.07,0.2,0.2,1921,70,70
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.15,0.2,0.2,1969,35,35
South Africa,Kariega Estuary,Strachan et al. (2014),foraminifera,-33.68,26.66,-0.02,0.2,0.2,2010,23,23
South Africa,Langebaan,Compton (2001),sediment,-33.14,18.06,0.25,0.38,0.38,-1197,174,174
South Africa,Langebaan,Compton (2001),sediment,-33.14,18.06,0.25,0.38,0.38,-559,176,176
South Africa,Langebaan,Baxter (1997); Compiled in Compton (2001),sediment,-33.14,18.06,-0.5,0.25,0.25,187,144,144
South Africa,Langebaan,Compton (2001),sediment,-33.14,18.06,0.35,0.18,0.18,704,76,76
South Africa,Langebaan,Compton (2001),sediment,-33.14,18.06,-0.5,0.25,0.25,1231,57,57
South Africa,Langebaan,Compton (2001),sediment,-33.14,18.06,-0.5,0.25,0.25,1388,65,65
South Africa,Langebaan,Compton (2001),sediment,-33.14,18.06,-0.5,0.25,0.25,1531,120,120
Spain,Muskiz Estuary,Leorri and Cearreta (2009),foraminifera,43.338,-3.118,-0.07,0.26,0.26,1927,5,5
Spain,Muskiz Estuary,Leorri and Cearreta (2009),foraminifera,43.338,-3.118,-0.13,0.17,0.17,1936,5,5
Spain,Muskiz Estuary,Leorri and Cearreta (2009),foraminifera,43.338,-3.118,-0.11,0.17,0.17,1946,4,4
Spain,Muskiz Estuary,Leorri and Cearreta (2009),foraminifera,43.338,-3.118,-0.09,0.17,0.17,1953,3,3
Spain,Muskiz Estuary,Leorri and Cearreta (2009),foraminifera,43.338,-3.118,-0.04,0.17,0.17,1960,3,3
Spain,Muskiz Estuary,Leorri and Cearreta (2009),foraminifera,43.338,-3.118,-0.01,0.17,0.17,1974,2,2
Spain,Muskiz Estuary,Leorri and Cearreta (2009),foraminifera,43.338,-3.118,0.02,0.18,0.18,1984,1,1
Spain,Muskiz Estuary,Leorri and Cearreta (2009),foraminifera,43.338,-3.118,0.02,0.17,0.17,1993,1,1
Spain,Muskiz Estuary,Leorri and Cearreta (2009),foraminifera,43.338,-3.118,0,0.17,0.17,2003,0,0
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.19,0.18,0.18,1810,67,67
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.23,0.17,0.17,1830,53,53
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.18,0.18,0.18,1885,23,23
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.16,0.17,0.17,1919,10,10
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.12,0.18,0.18,1930,7,7
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.02,0.17,0.17,1951,4,4
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.1,0.17,0.17,1957,3,3
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.15,0.17,0.17,1963,2,2
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.06,0.18,0.18,1972,1,1
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.03,0.18,0.18,1983,1,1
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,0.05,0.19,0.19,1985,1,1
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,-0.02,0.18,0.18,1988,1,1
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,0.06,0.19,0.19,1990,0,0
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,0.09,0.18,0.18,1993,0,0
Spain,Plentzia Estuary,Leorri et al. (2008),foraminifera,43.399,-2.945,0,0.18,0.18,1995,0,0
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.19,0.14,0.14,1657,30,30
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.15,0.15,0.15,1678,30,30
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.22,0.14,0.14,1699,30,30
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.08,0.16,0.16,1720,30,30
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.16,0.14,0.14,1741,30,30
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.26,0.14,0.14,1762,30,30
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.27,0.16,0.16,1783,30,30
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.18,0.14,0.14,1803,30,30
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.11,0.15,0.15,1842,20,20
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.1,0.15,0.15,1864,21,21
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.06,0.14,0.14,1906,16,16
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.12,0.14,0.14,1914,14,14
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.08,0.15,0.15,1940,8,8
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.02,0.15,0.15,1951,6,6
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,0.06,0.15,0.15,1959,5,5
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,-0.02,0.14,0.14,1975,4,4
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,0.15,0.16,0.16,1987,2,2
Spain,Urdaibai Estuary,Garcia-Artola et al. (2009),foraminifera,43.372,-2.679,0.07,0.14,0.14,1999,1,1
Spain,Bilbao,Leorri et al. (2012),foraminifera,43.42,-2.95,-2.19,0.32,0.32,-1075,175,175
Spain,Bilbao,Leorri et al. (2012),foraminifera,43.42,-2.95,-3,0.8,0.8,-1073,83,83
Spain,Bilbao,Leorri et al. (2012),foraminifera,43.42,-2.95,-2.4,1.02,1.02,730,95,95
Spain,Bilbao,Leorri et al. (2012),foraminifera,43.42,-2.95,-1.83,1.55,1.55,795,145,145
Spain,Bilbao,Leorri et al. (2012),foraminifera,43.42,-2.95,-0.8,0.75,0.75,1763,63,63
Spain,Urdaibai,Leorri et al. (2012),foraminifera,43.42,-2.95,-3.44,0.8,0.8,-425,65,65
Spain,Urdaibai,Leorri et al. (2012),foraminifera,43.42,-2.95,-1.96,0.33,0.33,-15,85,85
Spain,Urdaibai,Leorri et al. (2012),foraminifera,43.42,-2.95,-3.36,0.36,0.36,485,85,85
Spain,Urdaibai,Leorri et al. (2012),foraminifera,43.42,-2.95,0,0.75,0.75,1070,80,80
Spain,Urdaibai,Leorri et al. (2012),foraminifera,43.42,-2.95,1.59,0.75,0.75,1655,145,145
"South West England, UK",Hallsands,Gehrels and Anderson (2014),plants,50.24,-3.66,-3.74,0.14,0.14,-482,84,257
"South West England, UK",Thurlestone,Gehrels et al. (2011),foraminifera,50.3,-3.85,-1.67,0.26,0.26,449,91,99
"South West England, UK",Thurlestone,Gehrels et al. (2011),foraminifera,50.3,-3.85,-1.6,0.26,0.26,464,80,105
"South West England, UK",Thurlestone,Gehrels et al. (2011),foraminifera,50.3,-3.85,-1.61,0.26,0.26,513,83,84
"South West England, UK",Thurlestone,Gehrels et al. (2011),foraminifera,50.3,-3.85,-1.3,0.26,0.26,647,110,60
"South West England, UK",Thurlestone,Gehrels et al. (2011),foraminifera,50.3,-3.85,-0.96,0.26,0.26,673,99,36
"South West England, UK",Thurlestone,Gehrels et al. (2011),foraminifera,50.3,-3.85,-0.91,0.26,0.26,690,82,40
"South West England, UK",Thurlestone,Gehrels et al. (2011),foraminifera,50.3,-3.85,-1.25,0.26,0.26,702,70,46
"South West England, UK",Thurlestone,Gehrels et al. (2011),foraminifera,50.3,-3.85,-0.81,0.26,0.26,707,68,53
"South West England, UK",Thurlestone,Gehrels et al. (2011),foraminifera,50.3,-3.85,-1.02,0.26,0.26,734,129,71
"South West England, UK",Thurlestone,Gehrels et al. (2011),foraminifera,50.3,-3.85,-0.63,0.21,0.21,1448,167,34
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.29,0.1,0.1,1821,30,30
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.27,0.1,0.1,1827,15,15
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.31,0.1,0.1,1858,16,16
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.31,0.1,0.1,1871,10,10
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.24,0.1,0.1,1887,13,13
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.19,0.1,0.1,1894,11,11
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.07,0.1,0.1,1922,9,9
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.05,0.1,0.1,1925,9,9
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.01,0.1,0.1,1936,8,8
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.01,0.1,0.1,1936,8,8
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0,0.1,0.1,1939,7,7
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0.03,0.1,0.1,1948,4,4
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0.04,0.1,0.1,1954,3,3
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0,0.1,0.1,1959,2,2
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0,0.1,0.1,1959,2,2
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.03,0.1,0.1,1961,2,2
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.03,0.1,0.1,1961,2,2
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.01,0.1,0.1,1963,2,2
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.01,0.1,0.1,1963,2,2
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.01,0.1,0.1,1963,2,2
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,-0.04,0.1,0.1,1969,6,6
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0.01,0.1,0.1,1978,10,10
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0.01,0.1,0.1,1986,8,8
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0.01,0.1,0.1,1986,8,8
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0.01,0.1,0.1,1986,8,8
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0.03,0.1,0.1,1996,6,6
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0.03,0.1,0.1,1996,6,6
"Tasmania, Australia",Little Swanport,Gehrels et al. (2012),foraminifera,-42.344,147.93,0.03,0.1,0.1,2004,8,8
